"0","#Plot trends over time"
"0","ggplot(trends_sector) +"
"0","  aes(x = year, y = count, group = industry, colour = industry) +"
"0","  geom_line() +"
"0","  scale_colour_discrete(name = ""Sector"") +"
"0","  labs(title = ""Students Hired over Time by Sector"", x = ""Year"","
"0","       y = ""Number of Students"") +"
"0","  theme(title = element_text(size = 12, face = ""bold""),"
"0","                  axis.title = element_text(size = 12, face = ""bold""),"
"0","                  axis.text = element_text(size = 10),"
"0","                  legend.title = element_text(size = 10),"
"0","        legend.position = ""bottom"")"
