"0","ggplot() +"
"0","  geom_col(data = company_by_industry, mapping = aes(x = reorder(industry, count), "
"0","                                                     y = count, fill = ""plum3"")) +"
"0","    geom_col(data = non_hiring_industry, mapping = aes(x = reorder(industry, count),"
"0","                                                       y = count, fill = ""olivedrab3"")) +"
"0","  coord_flip() +"
"0","  scale_fill_manual(labels = c(""Hiring"", ""Non-Hiring""), values = c(""plum3"", ""olivedrab3""), "
"0","                    name = ""Status"") +"
"0","  labs(title = ""Proportion of Companies Hiring"", x = ""Industry"","
"0","       y = ""Number of Companies"") +"
"0","  theme(title = element_text(size = 12, face = ""bold""),"
"0","                  axis.title = element_text(size = 12, face = ""bold""),"
"0","                  axis.text = element_text(size = 10),"
"0","                  legend.title = element_text(size = 10))"
