"0","#Plot app values  and sessions over entire year"
"0","app_seventeen_plot <- ggplot() +"
"0","  geom_line(data = seventeen_eighteen_app_values, "
"0","           aes(x = date, y = goal9Completions)) +"
"0","  labs(x = ""Date"", y = ""Applications"")"
"0",""
"0","sessions_seventeen_plot <- ggplot() +"
"0","  geom_line(data = seventeen_eighteen_app_values, "
"0","           aes(x = date, y = sessions)) +"
"0","  labs(x = ""Date"", y = ""Sessions"")"
"0",""
"0","ggarrange(sessions_seventeen_plot, app_seventeen_plot,"
"0","          ncol = 1, nrow = 2)"
